name,identity,faction,kind,traits,background,tasks,nodes,portrait,asset
陈敬之,竞争对手/宿敌，世家子弟,法治派,同学NPC,高傲、精密、冷酷、骄傲、压抑,大理寺卿之子，自幼被培养为法治派接班人。成绩永远第一——不是因为他最聪明，而是因为他最不能接受失败。表面温文尔雅，实则对任何超越他的人都怀有敌意。与主角的竞争从入学第一天开始，既是学术上的对手，也是信念上的敌人。然而高压之下，他也许是最脆弱的那一个。,宿敌之约:与陈敬之在考试中一决高下;世家之子:窥见其在父亲阴影下的压抑;冰冷之下:在其罕见的脆弱时刻给予理解;法与情:在其父亲要求其做不义之事时看其选择;最后的对手:在最终对决中理解彼此,第一章与主角成为竞争对手；第三章以计谋陷害主角；第六章在信念崩塌后重新定义自己,俊美冷峻的少年，着整洁到强迫症的学院制服，目光如冰，嘴角微抿,Art/Portraits/portrait_071
徐小法,徐法官之子，刻板严谨,法治派,同学NPC,刻板、严谨、胆小、执拗、善良,大法官之子，自幼被教导'法条即一切'。行事如法条般刻板——几点起床、几分吃饭、何时自习，精确到分钟。对规则的依赖近乎病态，一旦规则被打破便惊慌失措。然其刻板之下藏着未被法条磨灭的善良——他会偷偷帮被罚的同学带饭，只是绝不让任何人看见。,法条少年:与徐小法讨论规则的必要性;刻板之下:发现其偷偷行善的秘密;规则裂缝:在规则与良心冲突时看其如何选择;小法的反叛:在其首次打破规则的瞬间给予支持;走出法条:帮其学会在规则之外寻找正义,第二章以规则约束同学引发不满；第四章首次违反规则的心理挣扎；第六章在法与义间做出选择,瘦小的少年，衣着一丝不苟，怀揣笔记本记录一切规则，目光认真到呆板,Art/Portraits/portrait_072
庄谋,庄不群之子，阴沉多计,法治派,同学NPC,阴沉、多计、叛逆、压抑、聪慧,庄不群之子，自幼被父亲当作棋子训练——每一句话都是试探，每一个举动都是计算。在学院中他是最安静的人，却是最危险的人——他不说废话，不做无用之事。内心对父亲的操控深恶痛绝，却无法摆脱——因为他发现，自己已经变成了父亲的翻版。,棋子:发现庄谋在暗中替其父监视学院;父与子:在其与父亲对抗时做中间人;谋之子:与其进行一场心理博弈;叛逆的棋子:在其决定反抗父亲时给予支持;最后的计算:在其以计破计推翻父亲棋局时见证,第二章在学院中充当父亲的眼线；第五章发现真相后反叛父亲；第六章以谋略改变局势走向,阴沉的少年，面容如缩小的庄不群，着暗色制服，眼神幽深，嘴角常带冷笑,Art/Portraits/portrait_073
田金,田万亩之孙，纨绔子弟,法治派,同学NPC,纨绔、虚荣、胆小、直率、可塑,大地主之孙，含着金汤匙出生的典型纨绔。入学靠的是爷爷捐的一栋楼，考试靠的是花钱请人代写。在学院中横行霸道，却也容易被看穿——他的霸道不过是虚张声势，被真正强硬的人一瞪就怂。骨子里并不坏，只是从没人教过他什么是好。,纨绔之路:教田金什么叫真正的尊严;金与铁:在其被真正威胁时看其是软是硬;爷爷的孙子:发现其渴望被认可的内心;纨绔的转变:在危难中见识其隐藏的一面;田金的选择:在其背叛家族期待时给予理解,第二章仗势欺人被教训；第四章家族衰落后性情大变；第六章做出出人意料的勇敢选择,白白胖胖的少年，着裁缝定制的华丽制服，佩金链玉佩，笑容虚浮,Art/Portraits/portrait_074
严正,严御史之子，正义但迂腐,法治派,同学NPC,正义、迂腐、执拗、天真、单纯,严御史之子，完美继承了父亲的'弹劾'本能——不过他弹劾的不是朝廷命官，而是学院中一切他认为不公之事。谁作弊、谁霸凌、谁破坏公物，他都要'义正言辞'地举报。同学恨他入骨，他却真诚地认为自己在做正确的事。直到有一天他发现，父亲的正义也有选择性。,义正言辞:被严正义正言辞地'弹劾'一次;天真的正义:在其举报反遭孤立时给予理解;父亲的影子:发现其对父亲的盲信与崇拜;正义的裂缝:发现其父弹劾标准的选择性时观察其反应;严正之路:在其重塑自己的正义观时给予引导,第二章在学院中当'纪律委员'惹人厌；第五章发现父亲的双重标准后信仰崩塌；第六章重建独立正义观,瘦高的少年，面容严肃如小老头，着笔挺制服，常手持小本记录'不公之事',Art/Portraits/portrait_075
郑明皇帝,年迈天子，内心矛盾,重要NPC（跨派系）,重要NPC,深沉、疲惫、矛盾、睿智、孤独,东渡第三代天子，承祖宗光复之志而身居万里之外。年迈体衰，朝堂之事渐感力不从心，又不愿如先帝般放权。支持返乡团东征是为完成祖训，然心中亦有疑虑：这万里大陆，何尝不是天命所归？独坐深宫，在旧梦与新命间辗转难眠。,,第二章通过圣旨影响学院走向；第四章在东征与守成间犹豫；第六章在病榻上做出最终决断,苍老的天子，龙袍加身却身形佝偻，眼窝深陷如古井，手中紧攥玉玺,Art/Portraits/portrait_076
太子郑承乾,改革派皇储，暗中倾向自由派,重要NPC（跨派系）,重要NPC,锐意、隐忍、矛盾、果决、孤独,当朝太子，自幼博览群书，受启蒙思想影响暗中倾向改革。在朝堂上维持孝子贤孙形象，暗中却与自由派人物往来。父亲支持东征，他心向议会——却不敢说。每一个改革念头的背后都是对父亲和祖训的背叛感。他是这个帝国最大的矛盾体。,,第三章微服私访学院与主角暗通；第五章在父亲与改革间做出隐秘选择；第六章登基或殉道,英气内敛的青年储君，着明黄常服，眉宇间有与其父相似的忧郁，目光坚定却深藏,Art/Portraits/portrait_077
太后,保守势力代表，维护旧制,重要NPC（跨派系）,重要NPC,威严、深沉、保守、精明、护犊,先帝皇后，当今天子之母，在宫中经营四十载，势力盘根错节。支持返乡团东征是为维护祖训旧制，反对一切改革——因为她见过太多'变法'最终变成'乱法'。以慈母之面统御后宫，以铁腕之手干预朝政。对太子的改革倾向虽有所察觉，却仍在'母爱'与'祖制'间挣扎。,,第二章通过后宫影响朝堂决策；第四章察觉太子异心而施压；第六章在皇权危机中出手,威严的老年贵妇，凤冠霞帔，面容保养得宜却掩饰不住威压，目光如刀,Art/Portraits/portrait_078
主角母亲,汉民商帮之女，智慧隐忍,重要NPC（跨派系）,重要NPC,智慧、隐忍、温柔、坚强、洞察,商帮之女嫁入伯爵府，在将门规矩与商帮机变间游刃有余。丈夫征战在外，她独力持家教子，以商帮的人脉与智慧为家族筑起隐形堡垒。她是主角最早的启蒙者——不是因为书本，而是因为她教的主角一件事：这世上的规矩，不都是对的。,,第一章送主角入学时留下暗语叮嘱；第三章以家书传递朝堂暗流；第六章在内战中守护家业,端庄温婉的中年妇人，眉目间有商人的精明与母亲的柔光，着素雅锦衣，手持家书,Art/Portraits/portrait_079
西班牙总督,新西班牙（墨西哥）殖民总督,重要NPC（跨派系）,重要NPC,傲慢、精明、虔诚、贪婪、谋略,西班牙帝国在新大陆的总督，代表欧洲殖民势力在美洲的利益。对郑明王朝充满敌意与好奇——敌意因为领土争端，好奇因为这东方人竟先他一步建了国。一面在边境增兵施压，一面派间谍渗透刺探。是天主教的虔诚信徒，也是殖民主义的忠实执行者。,,第三章边境冲突升级引发战争危机；第五章提出领土交易谈判；第六章在郑明内战中择机而动,高大傲慢的欧洲贵族，深目高鼻，着西班牙总督礼服，佩十字架与佩剑,Art/Portraits/portrait_080
英国大使,大英帝国驻郑明使节,重要NPC（跨派系）,重要NPC,绅士、狡猾、实用主义、傲慢、精明,大英帝国派驻郑明的外交使节，表面维持邦交，暗中收集情报、拉拢势力。信奉'没有永远的朋友只有永远的利益'，在郑明各派系间纵横捭阖，以贸易特权和军事技术为筹码换取英国利益。对自由派的议会主张颇感兴趣——一个分裂的郑明更符合英国利益。,,第三章以贸易协定拉拢各方；第五章在东征议题上两面下注；第六章以外交手段影响郑明内政,风度翩翩的英国绅士，金发灰眼，着三件套礼服，持文明杖，微笑中藏锋,Art/Portraits/portrait_081
沈万金,跨派系神秘巨商,重要NPC（跨派系）,重要NPC,神秘、圆滑、富有、洞察、无原则,来历不明的巨商，传说其财富足以买下半个新京。在五个派系中均有生意与投资，是唯一与所有人都能坐下来谈的人。不站任何立场——或者说，他的立场就是利润。然而他并非纯粹的商人，其真实身份与目的深藏不露，如同他永远戴着的面具。,,第二章以商人身份接近主角；第四章揭示其在各派系间的暗盘交易；第六章真实身份与目的曝光,圆脸富态的中年人，永远带着恰到好处的微笑，着华贵但不出格的长袍，手转奇珠,Art/Portraits/portrait_082
法国传教士,天主教会代表，文化传播者,重要NPC（跨派系）,重要NPC,虔诚、博学、温和、执着、天真,耶稣会士，远渡重洋来到郑明传播天主教义。却发现这片土地上的人有自己的文明、哲学与信仰。于是从传教变为对话，在学习东方思想的同时悄悄引入西方科学。他在新京建造了一座小教堂，成为东西方文化碰撞的微缩剧场。虔诚到天真——他真的相信上帝与孔子可以握手。,,第二章在学院教授西方科学引发争议；第四章因传教被限制与朝廷冲突；第六章在内战中救助难民,温和的高鼻深目传教士，着黑色教袍，胸前十字架，手持圣经与东方典籍对照阅读,Art/Portraits/portrait_083
独臂老海盗,活跃在太平洋的海盗王,重要NPC（跨派系）,重要NPC,狂放、豪迈、残暴、义气、自由,传说中独臂横行太平洋的海盗王，年轻时是郑明海军的逃兵，因不满军纪而叛逃出海。二十年劫掠生涯使其成为太平洋上最令人恐惧的名字。虽为海盗却有江湖规矩——不劫贫民、不杀俘虏、不叛兄弟。与沈万金有秘密交易，为返乡团的东征路线提供关键情报——前提是付得起价。,,第三章在海上遭遇并向主角提供情报；第五章以海路为关键势力提供秘密运输；第六章在最终海战中决定站队,独臂壮汉，满身伤疤与纹身，缺臂处以铁钩替代，着杂色海盗装，狂笑如风雷,Art/Portraits/portrait_084
流浪剑客,江湖游侠，不属于任何势力,重要NPC（跨派系）,重要NPC,孤傲、洒脱、武艺高强、厌倦、洞察,来历不明的剑客，一身武艺不知师承何人。游走于新京街巷与荒野之间，既不属于朝堂也不属于江湖。似乎在寻找什么，又似乎在逃避什么。偶尔出现在关键时刻，以一剑之力改变局部局势，然后消失如风。有人说他是东渡前最后一批锦衣卫的遗脉，他从不解释。,,第一章在学院门口与主角擦肩；第三章在危难中出手相救后消失；第六章在终局再现身见证结局,落拓剑客，斗笠遮面，青衫破旧，腰悬无名长剑，身形如松如风,Art/Portraits/portrait_085
